State,Cd,Var,Value
01,01,DP02_0147PE,0.1
01,01,DP02_0132PE,0.3
01,01,DP02_0119PE,0.5
01,01,DP02_0111PE,95.4
01,01,DP02_0149PE,0.2
01,01,DP02_0126PE,0.1
01,01,DP02_0079PE,88.1
01,01,DP02_0131PE,7.2
01,01,DP02_0037PE,39.4
01,01,DP02_0021PE,8.9
01,01,DP02_0104PE,15.4
01,01,DP02_0003PE,25.4
01,01,DP02_0018PE,38.0
01,01,DP02_0081PE,8.2
01,01,DP02_0069PE,9.7
01,01,DP02_0146PE,0.1
01,01,DP02_0067PE,24.0
01,01,DP02_0023PE,1.5
01,01,DP02_0060PE,9.5
01,01,DP02_0148PE,0.4
01,01,DP02_0056PE,23.0
01,01,DP02_0127PE,0.6
01,01,DP02_0057PE,21.5
01,01,DP02_0044PE,53.5
01,01,DP02_0071PE,14.8
01,01,DP02_0130PE,0.3
01,01,DP02_0022PE,4.1
01,01,DP02_0105PE,39.7
01,01,DP02_0002PE,66.2
01,01,DP02_0082PE,3.5
01,01,DP02_0092PE,2.9
01,01,DP02_0089PE,68.4
01,01,DP02_0106PE,3.3
01,01,DP02_0145PE,0.4
01,01,DP02_0055PE,44.3
01,01,DP02_0134PE,8.2
01,01,DP02_0117PE,0.2
01,01,DP02_0005PE,16.1
01,01,DP02_0077PE,38.3
01,01,DP02_0128PE,7.2
01,01,DP02_0083PE,1.4
01,01,DP02_0099PE,86.0
01,01,DP02_0139PE,0.1
01,01,DP02_0091PE,0.8
01,01,DP02_0061PE,32.6
01,01,DP02_0144PE,0.5
01,01,DP02_0107PE,0.5
01,01,DP02_0084PE,2.1
01,01,DP02_0129PE,2.7
01,01,DP02_0118PE,1.1
01,01,DP02_0054PE,5.1
01,01,DP02_0133PE,0.2
01,01,DP02_0004PE,47.2
01,01,DP02_0098PE,14.0
01,01,DP02_0090PE,28.0
01,01,DP02_0020PE,31.1
01,01,DP02_0031PE,27.4
01,01,DP02_0062PE,21.6
01,01,DP02_0143PE,0.0
01,01,DP02_0029PE,11.4
01,01,DP02_0011PE,29.8
01,01,DP02_0064PE,15.9
01,01,DP02_0053PE,6.1
01,01,DP02_0032PE,44.4
01,01,DP02_0085PE,0.2
01,01,DP02_0120PE,0.3
01,01,DP02_0108PE,37.9
01,01,DP02_0026PE,49.5
01,01,DP02_0115PE,0.8
01,01,DP02_0137PE,0.5
01,01,DP02_0048PE,25.0
01,01,DP02_0142PE,1.8
01,01,DP02_0121PE,0.1
01,01,DP02_0007PE,1.6
01,01,DP02_0010PE,33.8
01,01,DP02_0063PE,8.7
01,01,DP02_0012PE,11.7
01,01,DP02_0075PE,12.7
01,01,DP02_0028PE,3.4
01,01,DP02_0033PE,3.2
01,01,DP02_0027PE,2.1
01,01,DP02_0109PE,3.2
01,01,DP02_0101PE,18.9
01,01,DP02_0116PE,0.8
01,01,DP02_0123PE,16.3
01,01,DP02_0138PE,0.6
01,01,DP02_0141PE,1.6
01,01,DP02_0034PE,11.1
01,01,DP02_0006PE,3.9
01,01,DP02_0013PE,29.6
01,01,DP02_0102PE,81.1
01,01,DP02_0009PE,7.7
01,01,DP02_0087PE,97.1
01,01,DP02_0066PE,87.0
01,01,DP02_0051PE,66.2
01,01,DP02_0045PE,9.5
01,01,DP02_0113PE,1.6
01,01,DP02_0046PE,10.6
01,01,DP02_0140PE,0.2
01,01,DP02_0124PE,0.5
01,01,DP02_0135PE,2.0
01,01,DP02_0095PE,48.8
01,01,DP02_0035PE,13.9
01,01,DP02_0014PE,31.0
01,01,DP02_0008PE,15.0
01,01,DP02_0073PE,3.8
01,01,DP02_0088PE,96.3
01,01,DP02_0094PE,51.2
01,01,DP02_0080PE,11.7
01,01,DP02_0065PE,8.2
01,01,DP02_0059PE,3.5
01,01,DP02_0050PE,64.0
01,01,DP02_0019PE,17.9
01,01,DP02_0025PE,33.6
01,01,DP02_0114PE,2.4
01,01,DP02_0047PE,8.5
01,01,DP02_0136PE,0.0
01,01,DP02_0125PE,0.2
01,01,DP04_0040PE,6.1
01,01,DP04_0114PE,6.3
01,01,DP04_0055PE,6.6
01,01,DP04_0047PE,31.2
01,01,DP04_0077PE,98.3
01,01,DP04_0011PE,3.8
01,01,DP04_0103PE,22.9
01,01,DP04_0026PE,3.5
01,01,DP04_0085PE,15.1
01,01,DP04_0096PE,37.2
01,01,DP04_0032PE,24.7
01,01,DP04_0033PE,22.2
01,01,DP04_0115PE,21.7
01,01,DP04_0054PE,15.0
01,01,DP04_0141PE,9.6
01,01,DP04_0081PE,12.0
01,01,DP04_0061PE,21.1
01,01,DP04_0019PE,18.8
01,01,DP04_0069PE,0.0
01,01,DP04_0104PE,36.4
01,01,DP04_0010PE,2.8
01,01,DP04_0105PE,28.5
01,01,DP04_0086PE,8.5
01,01,DP04_0082PE,20.8
01,01,DP04_0003PE,21.7
01,01,DP04_0097PE,17.1
01,01,DP04_0137PE,12.7
01,01,DP04_0025PE,3.5
01,01,DP04_0064PE,2.5
01,01,DP04_0139PE,11.7
01,01,DP04_0053PE,29.5
01,01,DP04_0007PE,68.9
01,01,DP04_0042PE,51.7
01,01,DP04_0018PE,3.0
01,01,DP04_0075PE,3.1
01,01,DP04_0098PE,5.5
01,01,DP04_0028PE,1.0
01,01,DP04_0017PE,0.8
01,01,DP04_0083PE,22.3
01,01,DP04_0123PE,2.6
01,01,DP04_0039PE,1.1
01,01,DP04_0138PE,11.0
01,01,DP04_0130PE,3.2
01,01,DP04_0030PE,5.8
01,01,DP04_0074PE,0.5
01,01,DP04_0131PE,1.0
01,01,DP04_0052PE,30.2
01,01,DP04_0041PE,23.0
01,01,DP04_0063PE,26.2
01,01,DP04_0099PE,2.8
01,01,DP04_0124PE,9.0
01,01,DP04_0084PE,17.3
01,01,DP04_0020PE,18.8
01,01,DP04_0031PE,14.9
01,01,DP04_0118PE,48.0
01,01,DP04_0119PE,19.5
01,01,DP04_0044PE,2.4
01,01,DP04_0121PE,6.2
01,01,DP04_0107PE,2.4
01,01,DP04_0073PE,0.3
01,01,DP04_0132PE,0.1
01,01,DP04_0015PE,0.1
01,01,DP04_0009PE,1.9
01,01,DP04_0095PE,31.7
01,01,DP04_0022PE,17.0
01,01,DP04_0059PE,34.8
01,01,DP04_0051PE,9.5
01,01,DP04_0066PE,0.0
01,01,DP04_0043PE,15.7
01,01,DP04_0111PE,47.4
01,01,DP04_0106PE,8.1
01,01,DP04_0122PE,4.2
01,01,DP04_0133PE,0.4
01,01,DP04_0008PE,0.9
01,01,DP04_0021PE,16.1
01,01,DP04_0029PE,1.1
01,01,DP04_0094PE,2.7
01,01,DP04_0014PE,10.8
01,01,DP04_0100PE,3.1
01,01,DP04_0058PE,5.7
01,01,DP04_0036PE,8.3
01,01,DP04_0065PE,70.1
01,01,DP04_0060PE,38.4
01,01,DP04_0068PE,0.6
01,01,DP04_0128PE,56.2
01,01,DP04_0013PE,7.5
01,01,DP04_0112PE,14.8
01,01,DP04_0002PE,78.3
01,01,DP04_0071PE,0.5
01,01,DP04_0079PE,0.3
01,01,DP04_0024PE,8.3
01,01,DP04_0070PE,0.0
01,01,DP04_0087PE,3.2
01,01,DP04_0092PE,42.1
01,01,DP04_0046PE,68.8
01,01,DP04_0127PE,15.2
01,01,DP04_0035PE,8.3
01,01,DP04_0108PE,1.7
01,01,DP04_0012PE,3.3
01,01,DP04_0129PE,23.9
01,01,DP04_0120PE,10.4
01,01,DP04_0113PE,9.8
01,01,DP04_0091PE,57.9
01,01,DP04_0078PE,1.3
01,01,DP04_0088PE,0.8
01,01,DP04_0023PE,10.2
01,01,DP04_0056PE,9.3
01,01,DP04_0140PE,11.9
01,01,DP04_0034PE,13.7
01,01,DP04_0067PE,0.0
01,01,DP03_0012PE,52.3
01,01,DP03_0031PE,14.0
01,01,DP03_0122PE,5.8
01,01,DP03_0009PE,7.7
01,01,DP03_0116PE,48.7
01,01,DP03_0052PE,9.3
01,01,DP03_0024PE,4.4
01,01,DP03_0101PE,4.0
01,01,DP03_0080PE,13.6
01,01,DP03_0066PE,37.1
01,01,DP03_0096PE,88.1
01,01,DP03_0011PE,52.4
01,01,DP03_0123PE,7.7
01,01,DP03_0068PE,21.7
01,01,DP03_0074PE,14.8
01,01,DP03_0047PE,81.2
01,01,DP03_0124PE,7.8
01,01,DP03_0081PE,20.0
01,01,DP03_0130PE,26.3
01,01,DP03_0117PE,40.3
01,01,DP03_0097PE,64.1
01,01,DP03_0135PE,10.1
01,01,DP03_0027PE,32.6
01,01,DP03_0049PE,5.2
01,01,DP03_0054PE,12.5
01,01,DP03_0038PE,5.3
01,01,DP03_0007PE,43.7
01,01,DP03_0125PE,37.8
01,01,DP03_0037PE,12.8
01,01,DP03_0048PE,13.5
01,01,DP03_0059PE,11.3
01,01,DP03_0136PE,15.6
01,01,DP03_0015PE,64.1
01,01,DP03_0064PE,70.9
01,01,DP03_0013PE,48.4
01,01,DP03_0098PE,37.1
01,01,DP03_0028PE,17.9
01,01,DP03_0039PE,1.4
01,01,DP03_0053PE,6.4
01,01,DP03_0030PE,10.2
01,01,DP03_0115PE,78.7
01,01,DP03_0076PE,6.1
01,01,DP03_0126PE,50.2
01,01,DP03_0137PE,29.7
01,01,DP03_0099PE,11.9
01,01,DP03_0128PE,18.0
01,01,DP03_0035PE,12.2
01,01,DP03_0029PE,25.3
01,01,DP03_0113PE,48.0
01,01,DP03_0020PE,7.5
01,01,DP03_0133PE,15.4
01,01,DP03_0057PE,17.9
01,01,DP03_0017PE,69.5
01,01,DP03_0042PE,22.4
01,01,DP03_0112PE,19.3
01,01,DP03_0041PE,9.5
01,01,DP03_0077PE,3.6
01,01,DP03_0006PE,0.2
01,01,DP03_0105PE,85.2
01,01,DP03_0084PE,4.9
01,01,DP03_0040PE,5.7
01,01,DP03_0021PE,0.3
01,01,DP03_0036PE,2.9
01,01,DP03_0127PE,52.7
01,01,DP03_0134PE,16.8
01,01,DP03_0043PE,9.6
01,01,DP03_0058PE,11.2
01,01,DP03_0111PE,36.3
01,01,DP03_0085PE,4.4
01,01,DP03_0106PE,81.4
01,01,DP03_0005PE,4.3
01,01,DP03_0070PE,5.8
01,01,DP03_0078PE,8.9
01,01,DP03_0120PE,22.8
01,01,DP03_0033PE,1.4
01,01,DP03_0131PE,31.1
01,01,DP03_0022PE,1.0
01,01,DP03_0118PE,21.3
01,01,DP03_0061PE,3.3
01,01,DP03_0082PE,14.2
01,01,DP03_0044PE,4.9
01,01,DP03_0110PE,52.0
01,01,DP03_0004PE,51.9
01,01,DP03_0079PE,9.6
01,01,DP03_0107PE,6.2
01,01,DP03_0055PE,10.9
01,01,DP03_0050PE,0.1
01,01,DP03_0019PE,85.9
01,01,DP03_0121PE,22.9
01,01,DP03_0023PE,0.9
01,01,DP03_0002PE,56.3
01,01,DP03_0129PE,26.4
01,01,DP03_0034PE,7.2
01,01,DP03_0132PE,24.6
01,01,DP03_0060PE,3.6
01,01,DP03_0072PE,1.6
01,01,DP03_0119PE,13.8
01,01,DP03_0045PE,4.5
01,01,DP03_0083PE,14.7
01,01,DP03_0056PE,13.6
01,01,DP03_0108PE,14.8
01,01,DP03_0003PE,56.2
01,01,DP05_0036PE,98.3
01,01,DP05_0019PE,23.2
01,01,DP05_0080PE,1.4
01,01,DP05_0009PE,6.4
01,01,DP05_0047PE,0.2
01,01,DP05_0073PE,0.4
01,01,DP05_0066PE,1.8
01,01,DP05_0058PE,1.7
01,01,DP05_0035PE,1.7
01,01,DP05_0008PE,6.5
01,01,DP05_0024PE,16.4
01,01,DP05_0046PE,0.3
01,01,DP05_0072PE,1.6
01,01,DP05_0057PE,0.8
01,01,DP05_0067PE,1.8
01,01,DP05_0017PE,1.8
01,01,DP05_0052PE,0.0
01,01,DP05_0023PE,20.4
01,01,DP05_0079PE,1.0
01,01,DP05_0045PE,0.2
01,01,DP05_0003PE,51.6
01,01,DP05_0071PE,3.1
01,01,DP05_0060PE,0.6
01,01,DP05_0039PE,1.0
01,01,DP05_0038PE,27.7
01,01,DP05_0068PE,0.0
01,01,DP05_0030PE,44.1
01,01,DP05_0051PE,0.3
01,01,DP05_0022PE,73.0
01,01,DP05_0081PE,0.0
01,01,DP05_0044PE,1.4
01,01,DP05_0002PE,48.4
01,01,DP05_0050PE,0.4
01,01,DP05_0059PE,0.5
01,01,DP05_0069PE,1.0
01,01,DP05_0037PE,67.3
01,01,DP05_0043PE,0.0
01,01,DP05_0061PE,0.2
01,01,DP05_0021PE,76.8
01,01,DP05_0015PE,9.8
01,01,DP05_0054PE,0.0
01,01,DP05_0077PE,65.2
01,01,DP05_0005PE,6.2
01,01,DP05_0027PE,52.4
01,01,DP05_0042PE,0.0
01,01,DP05_0062PE,0.1
01,01,DP05_0031PE,55.9
01,01,DP05_0053PE,0.0
01,01,DP05_0020PE,79.5
01,01,DP05_0016PE,4.8
01,01,DP05_0078PE,27.5
01,01,DP05_0010PE,12.7
01,01,DP05_0049PE,0.1
01,01,DP05_0041PE,0.0
01,01,DP05_0056PE,0.0
01,01,DP05_0034PE,98.3
01,01,DP05_0074PE,0.1
01,01,DP05_0013PE,6.8
01,01,DP05_0075PE,1.0
01,01,DP05_0007PE,6.7
01,01,DP05_0011PE,12.1
01,01,DP05_0064PE,68.8
01,01,DP05_0048PE,0.1
01,01,DP05_0040PE,0.1
01,01,DP05_0055PE,0.0
01,01,DP05_0014PE,6.6
01,01,DP05_0076PE,96.9
01,01,DP05_0012PE,13.3
01,01,DP05_0006PE,6.3
01,01,DP05_0065PE,28.4
01,01,DP02_0112PE,4.6
04,01,DP02_0147PE,0.1
04,01,DP02_0132PE,0.2
04,01,DP02_0119PE,0.5
04,01,DP02_0111PE,72.9
04,01,DP02_0149PE,0.1
04,01,DP02_0126PE,0.7
04,01,DP02_0079PE,83.2
04,01,DP02_0131PE,11.5
04,01,DP02_0037PE,48.5
04,01,DP02_0021PE,10.8
04,01,DP02_0104PE,13.6
04,01,DP02_0003PE,25.3
04,01,DP02_0018PE,35.1
04,01,DP02_0081PE,8.4
04,01,DP02_0069PE,9.7
04,01,DP02_0146PE,0.3
04,01,DP02_0067PE,24.1
04,01,DP02_0023PE,2.4
04,01,DP02_0060PE,8.6
04,01,DP02_0148PE,0.6
04,01,DP02_0056PE,21.1
04,01,DP02_0127PE,1.1
04,01,DP02_0057PE,27.3
04,01,DP02_0044PE,45.8
04,01,DP02_0071PE,14.9
04,01,DP02_0130PE,0.4
04,01,DP02_0022PE,6.0
04,01,DP02_0105PE,19.2
04,01,DP02_0002PE,68.8
04,01,DP02_0082PE,7.9
04,01,DP02_0092PE,6.2
04,01,DP02_0089PE,52.5
04,01,DP02_0106PE,1.8
04,01,DP02_0145PE,1.4
04,01,DP02_0055PE,41.6
04,01,DP02_0134PE,7.7
04,01,DP02_0117PE,0.2
04,01,DP02_0005PE,15.8
04,01,DP02_0077PE,36.3
04,01,DP02_0128PE,8.2
04,01,DP02_0083PE,4.2
04,01,DP02_0099PE,88.4
04,01,DP02_0139PE,0.2
04,01,DP02_0091PE,1.0
04,01,DP02_0061PE,26.6
04,01,DP02_0144PE,0.2
04,01,DP02_0107PE,1.0
04,01,DP02_0084PE,3.7
04,01,DP02_0129PE,2.0
04,01,DP02_0118PE,1.1
04,01,DP02_0054PE,4.9
04,01,DP02_0133PE,0.3
04,01,DP02_0004PE,49.2
04,01,DP02_0098PE,11.6
04,01,DP02_0090PE,40.3
04,01,DP02_0020PE,30.8
04,01,DP02_0031PE,32.2
04,01,DP02_0062PE,26.4
04,01,DP02_0143PE,0.1
04,01,DP02_0029PE,10.9
04,01,DP02_0011PE,24.8
04,01,DP02_0064PE,14.4
04,01,DP02_0053PE,5.0
04,01,DP02_0032PE,45.3
04,01,DP02_0085PE,0.5
04,01,DP02_0120PE,13.1
04,01,DP02_0108PE,57.4
04,01,DP02_0026PE,46.6
04,01,DP02_0115PE,3.3
04,01,DP02_0137PE,1.5
04,01,DP02_0048PE,22.9
04,01,DP02_0142PE,1.8
04,01,DP02_0121PE,3.1
04,01,DP02_0007PE,2.8
04,01,DP02_0010PE,31.2
04,01,DP02_0063PE,8.8
04,01,DP02_0012PE,10.4
04,01,DP02_0075PE,13.0
04,01,DP02_0028PE,2.7
04,01,DP02_0033PE,2.0
04,01,DP02_0027PE,1.5
04,01,DP02_0109PE,7.0
04,01,DP02_0101PE,17.0
04,01,DP02_0116PE,1.2
04,01,DP02_0123PE,3.7
04,01,DP02_0138PE,1.8
04,01,DP02_0141PE,0.9
04,01,DP02_0034PE,8.3
04,01,DP02_0006PE,5.9
04,01,DP02_0013PE,31.1
04,01,DP02_0102PE,83.0
04,01,DP02_0009PE,6.7
04,01,DP02_0087PE,93.8
04,01,DP02_0066PE,85.9
04,01,DP02_0051PE,69.8
04,01,DP02_0045PE,8.8
04,01,DP02_0113PE,7.1
04,01,DP02_0046PE,8.1
04,01,DP02_0140PE,0.6
04,01,DP02_0124PE,0.2
04,01,DP02_0135PE,3.3
04,01,DP02_0095PE,56.5
04,01,DP02_0035PE,12.3
04,01,DP02_0014PE,34.2
04,01,DP02_0008PE,13.7
04,01,DP02_0073PE,4.4
04,01,DP02_0088PE,92.8
04,01,DP02_0094PE,43.5
04,01,DP02_0080PE,16.3
04,01,DP02_0065PE,9.7
04,01,DP02_0059PE,5.5
04,01,DP02_0050PE,60.9
04,01,DP02_0019PE,17.3
04,01,DP02_0025PE,38.4
04,01,DP02_0114PE,11.7
04,01,DP02_0047PE,6.0
04,01,DP02_0136PE,0.1
04,01,DP02_0125PE,0.3
04,01,DP04_0040PE,7.9
04,01,DP04_0114PE,6.7
04,01,DP04_0055PE,5.8
04,01,DP04_0047PE,31.1
04,01,DP04_0077PE,94.0
04,01,DP04_0011PE,2.4
04,01,DP04_0103PE,34.7
04,01,DP04_0026PE,2.6
04,01,DP04_0085PE,18.6
04,01,DP04_0096PE,35.0
04,01,DP04_0032PE,24.9
04,01,DP04_0033PE,18.1
04,01,DP04_0115PE,21.9
04,01,DP04_0054PE,13.2
04,01,DP04_0141PE,8.3
04,01,DP04_0081PE,15.3
04,01,DP04_0061PE,
04,01,DP04_0019PE,29.6
04,01,DP04_0069PE,0.5
04,01,DP04_0104PE,27.8
04,01,DP04_0010PE,2.2
04,01,DP04_0105PE,24.6
04,01,DP04_0086PE,14.8
04,01,DP04_0082PE,15.9
04,01,DP04_0003PE,25.2
04,01,DP04_0097PE,20.4
04,01,DP04_0137PE,19.2
04,01,DP04_0025PE,1.2
04,01,DP04_0064PE,6.7
04,01,DP04_0139PE,10.5
04,01,DP04_0053PE,32.5
04,01,DP04_0007PE,69.4
04,01,DP04_0042PE,41.2
04,01,DP04_0018PE,2.6
04,01,DP04_0075PE,4.1
04,01,DP04_0098PE,9.0
04,01,DP04_0028PE,4.4
04,01,DP04_0017PE,1.1
04,01,DP04_0083PE,14.4
04,01,DP04_0123PE,1.9
04,01,DP04_0039PE,4.5
04,01,DP04_0138PE,13.7
04,01,DP04_0130PE,8.9
04,01,DP04_0030PE,8.2
04,01,DP04_0074PE,2.6
04,01,DP04_0131PE,1.8
04,01,DP04_0052PE,32.2
04,01,DP04_0041PE,26.7
04,01,DP04_0063PE,42.0
04,01,DP04_0099PE,3.7
04,01,DP04_0124PE,8.5
04,01,DP04_0084PE,14.5
04,01,DP04_0020PE,20.4
04,01,DP04_0031PE,17.5
04,01,DP04_0118PE,53.2
04,01,DP04_0119PE,17.0
04,01,DP04_0044PE,3.6
04,01,DP04_0121PE,5.6
04,01,DP04_0107PE,2.3
04,01,DP04_0073PE,3.2
04,01,DP04_0132PE,0.6
04,01,DP04_0015PE,0.4
04,01,DP04_0009PE,1.4
04,01,DP04_0095PE,25.9
04,01,DP04_0022PE,15.4
04,01,DP04_0059PE,34.4
04,01,DP04_0051PE,10.8
04,01,DP04_0066PE,0.1
04,01,DP04_0043PE,16.1
04,01,DP04_0111PE,45.5
04,01,DP04_0106PE,8.3
04,01,DP04_0122PE,3.5
04,01,DP04_0133PE,0.2
04,01,DP04_0008PE,2.9
04,01,DP04_0021PE,16.2
04,01,DP04_0029PE,3.8
04,01,DP04_0094PE,2.5
04,01,DP04_0014PE,17.4
04,01,DP04_0100PE,3.4
04,01,DP04_0058PE,6.0
04,01,DP04_0036PE,5.9
04,01,DP04_0065PE,35.0
04,01,DP04_0060PE,37.7
04,01,DP04_0068PE,14.5
04,01,DP04_0128PE,42.5
04,01,DP04_0013PE,2.0
04,01,DP04_0112PE,16.0
04,01,DP04_0002PE,74.8
04,01,DP04_0071PE,0.5
04,01,DP04_0079PE,2.3
04,01,DP04_0024PE,4.3
04,01,DP04_0070PE,0.7
04,01,DP04_0087PE,5.6
04,01,DP04_0092PE,47.4
04,01,DP04_0046PE,68.9
04,01,DP04_0127PE,15.6
04,01,DP04_0035PE,6.2
04,01,DP04_0108PE,2.3
04,01,DP04_0012PE,2.0
04,01,DP04_0129PE,30.3
04,01,DP04_0120PE,10.3
04,01,DP04_0113PE,9.8
04,01,DP04_0091PE,52.6
04,01,DP04_0078PE,3.6
04,01,DP04_0088PE,0.9
04,01,DP04_0023PE,6.5
04,01,DP04_0056PE,5.5
04,01,DP04_0140PE,9.8
04,01,DP04_0034PE,11.0
04,01,DP04_0067PE,0.1
04,01,DP03_0012PE,49.9
04,01,DP03_0031PE,10.9
04,01,DP03_0122PE,8.2
04,01,DP03_0009PE,10.0
04,01,DP03_0116PE,39.4
04,01,DP03_0052PE,9.8
04,01,DP03_0024PE,5.7
04,01,DP03_0101PE,10.3
04,01,DP03_0080PE,13.9
04,01,DP03_0066PE,37.3
04,01,DP03_0096PE,87.4
04,01,DP03_0011PE,49.9
04,01,DP03_0123PE,12.8
04,01,DP03_0068PE,24.1
04,01,DP03_0074PE,15.1
04,01,DP03_0047PE,71.1
04,01,DP03_0124PE,11.8
04,01,DP03_0081PE,19.5
04,01,DP03_0130PE,28.5
04,01,DP03_0117PE,47.2
04,01,DP03_0097PE,57.2
04,01,DP03_0135PE,10.5
04,01,DP03_0027PE,33.2
04,01,DP03_0049PE,5.4
04,01,DP03_0054PE,10.4
04,01,DP03_0038PE,5.1
04,01,DP03_0007PE,47.4
04,01,DP03_0125PE,35.4
04,01,DP03_0037PE,11.5
04,01,DP03_0048PE,23.3
04,01,DP03_0059PE,11.9
04,01,DP03_0136PE,18.3
04,01,DP03_0015PE,59.2
04,01,DP03_0064PE,69.8
04,01,DP03_0013PE,45.2
04,01,DP03_0098PE,42.7
04,01,DP03_0028PE,22.6
04,01,DP03_0039PE,1.3
04,01,DP03_0053PE,5.3
04,01,DP03_0030PE,10.5
04,01,DP03_0115PE,80.9
04,01,DP03_0076PE,6.9
04,01,DP03_0126PE,43.7
04,01,DP03_0137PE,33.7
04,01,DP03_0099PE,12.6
04,01,DP03_0128PE,20.9
04,01,DP03_0035PE,6.9
04,01,DP03_0029PE,22.9
04,01,DP03_0113PE,32.4
04,01,DP03_0020PE,11.0
04,01,DP03_0133PE,18.3
04,01,DP03_0057PE,18.3
04,01,DP03_0017PE,64.4
04,01,DP03_0042PE,25.3
04,01,DP03_0112PE,44.3
04,01,DP03_0041PE,7.9
04,01,DP03_0077PE,3.5
04,01,DP03_0006PE,0.1
04,01,DP03_0105PE,85.3
04,01,DP03_0084PE,5.4
04,01,DP03_0040PE,4.4
04,01,DP03_0021PE,0.8
04,01,DP03_0036PE,1.4
04,01,DP03_0127PE,44.7
04,01,DP03_0134PE,20.7
04,01,DP03_0043PE,13.5
04,01,DP03_0058PE,12.7
04,01,DP03_0111PE,25.6
04,01,DP03_0085PE,3.7
04,01,DP03_0106PE,74.3
04,01,DP03_0005PE,5.2
04,01,DP03_0070PE,6.2
04,01,DP03_0078PE,8.1
04,01,DP03_0120PE,23.7
04,01,DP03_0033PE,4.1
04,01,DP03_0131PE,32.0
04,01,DP03_0022PE,4.1
04,01,DP03_0118PE,19.1
04,01,DP03_0061PE,3.1
04,01,DP03_0082PE,14.9
04,01,DP03_0044PE,4.4
04,01,DP03_0110PE,67.6
04,01,DP03_0004PE,47.3
04,01,DP03_0079PE,9.3
04,01,DP03_0107PE,14.0
04,01,DP03_0055PE,10.4
04,01,DP03_0050PE,0.2
04,01,DP03_0019PE,75.9
04,01,DP03_0121PE,24.3
04,01,DP03_0023PE,2.5
04,01,DP03_0002PE,52.6
04,01,DP03_0129PE,28.9
04,01,DP03_0034PE,6.1
04,01,DP03_0132PE,27.3
04,01,DP03_0060PE,4.3
04,01,DP03_0072PE,2.4
04,01,DP03_0119PE,14.9
04,01,DP03_0045PE,7.9
04,01,DP03_0083PE,14.7
04,01,DP03_0056PE,13.8
04,01,DP03_0108PE,14.7
04,01,DP03_0003PE,52.5
04,01,DP05_0036PE,96.4
04,01,DP05_0019PE,24.4
04,01,DP05_0080PE,1.5
04,01,DP05_0009PE,7.4
04,01,DP05_0047PE,0.4
04,01,DP05_0073PE,0.5
04,01,DP05_0066PE,25.2
04,01,DP05_0058PE,3.6
04,01,DP05_0035PE,3.6
04,01,DP05_0008PE,7.6
04,01,DP05_0024PE,17.0
04,01,DP05_0046PE,0.3
04,01,DP05_0072PE,19.8
04,01,DP05_0057PE,3.8
04,01,DP05_0067PE,2.3
04,01,DP05_0017PE,1.5
04,01,DP05_0052PE,0.2
04,01,DP05_0023PE,20.7
04,01,DP05_0079PE,22.5
04,01,DP05_0045PE,0.2
04,01,DP05_0003PE,49.7
04,01,DP05_0071PE,22.4
04,01,DP05_0060PE,1.4
04,01,DP05_0039PE,23.3
04,01,DP05_0038PE,2.3
04,01,DP05_0068PE,0.5
04,01,DP05_0030PE,47.8
04,01,DP05_0051PE,0.2
04,01,DP05_0022PE,70.5
04,01,DP05_0081PE,0.2
04,01,DP05_0044PE,1.6
04,01,DP05_0002PE,50.3
04,01,DP05_0050PE,0.2
04,01,DP05_0059PE,0.5
04,01,DP05_0069PE,4.4
04,01,DP05_0037PE,65.2
04,01,DP05_0043PE,0.0
04,01,DP05_0061PE,0.5
04,01,DP05_0021PE,75.6
04,01,DP05_0015PE,10.4
04,01,DP05_0054PE,0.0
04,01,DP05_0077PE,48.9
04,01,DP05_0005PE,6.3
04,01,DP05_0027PE,49.8
04,01,DP05_0042PE,15.0
04,01,DP05_0062PE,0.1
04,01,DP05_0031PE,52.2
04,01,DP05_0053PE,0.1
04,01,DP05_0020PE,78.4
04,01,DP05_0016PE,5.0
04,01,DP05_0078PE,2.1
04,01,DP05_0010PE,12.3
04,01,DP05_0049PE,0.2
04,01,DP05_0041PE,0.0
04,01,DP05_0056PE,0.1
04,01,DP05_0034PE,96.4
04,01,DP05_0074PE,0.1
04,01,DP05_0013PE,6.3
04,01,DP05_0075PE,2.0
04,01,DP05_0007PE,7.0
04,01,DP05_0011PE,11.6
04,01,DP05_0064PE,68.3
04,01,DP05_0048PE,0.1
04,01,DP05_0040PE,0.0
04,01,DP05_0055PE,0.0
04,01,DP05_0014PE,6.3
04,01,DP05_0076PE,77.6
04,01,DP05_0012PE,11.3
04,01,DP05_0006PE,6.9
04,01,DP05_0065PE,3.2
04,01,DP02_0112PE,27.1
05,01,DP02_0147PE,0.0
05,01,DP02_0132PE,0.1
05,01,DP02_0119PE,0.2
05,01,DP02_0111PE,97.0
05,01,DP02_0149PE,0.1
05,01,DP02_0126PE,0.1
05,01,DP02_0079PE,82.9
05,01,DP02_0131PE,10.6
05,01,DP02_0037PE,47.6
05,01,DP02_0021PE,7.5
05,01,DP02_0104PE,14.5
05,01,DP02_0003PE,26.7
05,01,DP02_0018PE,40.7
05,01,DP02_0081PE,10.2
05,01,DP02_0069PE,9.3
05,01,DP02_0146PE,0.1
05,01,DP02_0067PE,16.0
05,01,DP02_0023PE,2.3
05,01,DP02_0060PE,10.9
05,01,DP02_0148PE,0.3
05,01,DP02_0056PE,22.6
